gene_combination,sens.score,rank
VCP_mis;WDR48,0,128799
VCP_mis;WRAP53,0,128800
VCP_mis;WRN,0,128801
VCP_mis;WRNIP1,0,128802
VCP_mis;XPA,0,128803
VCP_mis;XRCC3,0,128804
VCP_mis;XRCC6BP1,0,128805
VCP_mis;YY1,0,128806
VCP_mis;ZBTB1,0,128807
VCP_mis;ZBTB7A,0,128808
VCP_mis;ZFYVE26,0,128809
VCP_mis;ZMPSTE24,0,128810
VCP_mis;ZRANB3,0,128811
VCP_mis;ZSWIM7,0,128812
WAS;WDR33_mis,0,128813
WAS;WDR48,0,128814
WAS;XAB2_mis,0,128815
WAS;XPA,0,128816
WAS;XRCC1,0,128817
WAS;XRCC2,0,128818
WAS;XRCC3,0,128819
WAS;XRCC6BP1,0,128820
WAS;ZBTB1,0,128821
WAS;ZBTB7A,0,128822
WAS;ZFYVE26,0,128823
WAS;ZMPSTE24,0,128824
WAS;ZNF365,0,128825
WAS;ZRANB3,0,128826
WAS;ZSWIM7,0,128827
WDR33_mis;WDR48,0,128828
WDR33_mis;WHSC1,0,128829
WDR33_mis;WRAP53,0,128830
WDR33_mis;XPA,0,128831
WDR33_mis;XRCC2,0,128832
WDR33_mis;XRCC3,0,128833
WDR33_mis;YEATS4,0,128834
WDR33_mis;ZSWIM7,0,128835
WDR48;WHSC1,0,128836
WDR48;XAB2_mis,0,128837
WDR48;XPA,0,128838
WDR48;XRCC1,0,128839
WDR48;XRCC3,0,128840
WDR48;XRCC5_mis,0,128841
WDR48;XRCC6_mis,0,128842
WDR48;XRCC6BP1,0,128843
WDR48;YEATS4,0,128844
WDR48;ZBTB7A,0,128845
WDR48;ZNF365,0,128846
WHSC1;WRNIP1,0,128847
WHSC1;XPA,0,128848
WHSC1;XRCC1,0,128849
WHSC1;XRCC2,0,128850
WHSC1;XRCC5_mis,0,128851
WHSC1;XRCC6_mis,0,128852
WHSC1;YEATS4,0,128853
WHSC1;YY1,0,128854
WHSC1;ZBTB1,0,128855
WHSC1;ZMPSTE24,0,128856
WHSC1;ZSWIM7,0,128857
WRAP53;XAB2_mis,0,128858
WRAP53;XPA,0,128859
WRAP53;XRCC4,0,128860
WRAP53;XRCC6_mis,0,128861
WRAP53;YEATS4,0,128862
WRAP53;YY1,0,128863
WRAP53;ZBTB1,0,128864
WRAP53;ZBTB7A,0,128865
WRAP53;ZFYVE26,0,128866
WRAP53;ZNF365,0,128867
WRAP53;ZRANB3,0,128868
WRAP53;ZSWIM7,0,128869
WRN;XAB2_mis,0,128870
WRN;XPC,0,128871
WRN;XRCC1,0,128872
WRN;XRCC3,0,128873
WRN;XRCC6_mis,0,128874
WRN;YEATS4,0,128875
WRN;YY1,0,128876
WRN;ZBTB1,0,128877
WRN;ZBTB7A,0,128878
WRN;ZNF365,0,128879
WRN;ZSWIM7,0,128880
WRN;WRNIP1,0,128881
WRNIP1;XPA,0,128882
WRNIP1;XPC,0,128883
WRNIP1;XRCC3,0,128884
WRNIP1;XRCC6_mis,0,128885
WRNIP1;YEATS4,0,128886
WRNIP1;YY1,0,128887
WRNIP1;ZBTB1,0,128888
WRNIP1;ZMPSTE24,0,128889
WRNIP1;ZRANB3,0,128890
WRNIP1;ZSWIM7,0,128891
XAB2_mis;XPA,0,128892
XAB2_mis;XPC,0,128893
XAB2_mis;XRCC1,0,128894
XAB2_mis;XRCC2,0,128895
XAB2_mis;XRCC5_mis,0,128896
XAB2_mis;XRCC6_mis,0,128897
XAB2_mis;XRCC6BP1,0,128898
XAB2_mis;YEATS4,0,128899
XAB2_mis;YY1,0,128900
XAB2_mis;ZBTB1,0,128901
XAB2_mis;ZMPSTE24,0,128902
XAB2_mis;ZRANB3,0,128903
XAB2_mis;ZSWIM7,0,128904
XPA;XRCC2,0,128905
XPA;XRCC4,0,128906
XPA;XRCC6_mis,0,128907
XPA;XRCC6BP1,0,128908
XPA;YY1,0,128909
XPA;ZBTB1,0,128910
XPA;ZBTB7A,0,128911
XPA;ZFYVE26,0,128912
XPA;ZMPSTE24,0,128913
XPA;ZNF365,0,128914
XPC;XRCC3,0,128915
XPC;XRCC6BP1,0,128916
XPC;YEATS4,0,128917
XPC;YY1,0,128918
XPC;ZBTB1,0,128919
XPC;ZBTB7A,0,128920
XPC;ZMPSTE24,0,128921
XPC;ZRANB3,0,128922
XRCC1;YY1,0,128923
XRCC1;ZBTB1,0,128924
XRCC1;ZMPSTE24,0,128925
XRCC1;ZNF365,0,128926
XRCC1;ZSWIM7,0,128927
XRCC2;XRCC6_mis,0,128928
XRCC2;ZBTB1,0,128929
XRCC2;ZFYVE26,0,128930
XRCC3;XRCC4,0,128931
XRCC3;XRCC6_mis,0,128932
XRCC3;XRCC6BP1,0,128933
XRCC3;YY1,0,128934
XRCC3;ZBTB1,0,128935
XRCC3;ZBTB7A,0,128936
XRCC3;ZFYVE26,0,128937
XRCC4;XRCC6_mis,0,128938
XRCC4;ZBTB1,0,128939
XRCC4;ZBTB7A,0,128940
XRCC5_mis;YY1,0,128941
XRCC5_mis;ZBTB1,0,128942
XRCC5_mis;ZMPSTE24,0,128943
XRCC5_mis;ZRANB3,0,128944
XRCC5_mis;ZSWIM7,0,128945
XRCC6_mis;YY1,0,128946
XRCC6_mis;ZBTB1,0,128947
XRCC6_mis;ZBTB7A,0,128948
XRCC6_mis;ZFYVE26,0,128949
XRCC6_mis;ZMPSTE24,0,128950
XRCC6_mis;ZRANB3,0,128951
XRCC6_mis;ZSWIM7,0,128952
XRCC6_mis;XRCC6BP1,0,128953
XRCC6BP1;YEATS4,0,128954
XRCC6BP1;YY1,0,128955
XRCC6BP1;ZBTB1,0,128956
XRCC6BP1;ZMPSTE24,0,128957
XRCC6BP1;ZRANB3,0,128958
YEATS4;YY1,0,128959
YEATS4;ZBTB7A,0,128960
YEATS4;ZFYVE26,0,128961
YEATS4;ZMPSTE24,0,128962
YEATS4;ZRANB3,0,128963
YEATS4;ZSWIM7,0,128964
YY1;ZBTB1,0,128965
YY1;ZBTB7A,0,128966
YY1;ZNF365,0,128967
YY1;ZRANB3,0,128968
YY1;ZSWIM7,0,128969
ZBTB1;ZBTB7A,0,128970
ZBTB1;ZMPSTE24,0,128971
ZBTB1;ZNF365,0,128972
ZBTB1;ZRANB3,0,128973
ZBTB1;ZSWIM7,0,128974
ZBTB7A;ZMPSTE24,0,128975
ZFYVE26;ZMPSTE24,0,128976
ZFYVE26;ZSWIM7,0,128977
ZMPSTE24;ZNF365,0,128978
ZMPSTE24;ZRANB3,0,128979
ZMPSTE24;ZSWIM7,0,128980
ZRANB3;ZSWIM7,0,128981
RAD9A_mis;TREX1,0,128982
GTF2H4_mis;UBB,0,128983
BCCIP_mis;POLR2D_mis,0,128984
AQR_mis;MCM8,0,128985
AUNIP;UVRAG,0,128986
BARD1;POLR2H_mis,0,128987
CLSPN;SMEK2,0,128988
ATRX_mis;TNKS1BP1,0,128989
ERCC1;RFC5_mis,0,128990
GTF2H4_mis;ZMPSTE24,0,128991
ERCC6L2;PSMD14_mis,0,128992
USP45;WDR70_mis,0,128993
MCM5;NEIL1,0,128994
INO80_mis;WDHD1_mis,0,128995
POLR2I_mis;TMEM161A,0,128996
ASCC3;POLR2I_mis,0,128997
NSMCE1_mis;RECQL,0,128998
ATRIP_mis;RECQL5,0,128999
POLR2K_mis;TREX2,0,129000
COPS7B;POLD2_mis,0,129001
MCM8;PTTG1,0,129002
POLR2C_mis;UHRF1,0,129003
ADPRHL2;POLR2H_mis,0,129004
ERCC2_mis;XAB2_mis,0,129005
FANCD2;GTF2H1,0,129006
BACH1;RPS27A_mis,0,129007
KDM1A;MCM2_mis,0,129008
BIVM.ERCC5;RAD51,0,129009
GINS4_mis;POLD3_mis,0,129010
HINFP_mis;HIST3H3,0,129011
HINFP_mis;NEIL2,0,129012
NABP2;TREX2,0,129013
C14orf39;CDK1_mis,0,129014
DNTT;POLD1_mis,0,129015
EYA2;POLR2D_mis,0,129016
GINS2_mis;TREX2,0,129017
FMN2;UVRAG,0,129018
RAD9B;SHPRH,0,129019
POLR2F;TNKS1BP1,0,129020
EYA2;RPS27A_mis,0,129021
SPRTN;TREX2,0,129022
VCP_mis;ZNF830_mis,0,129023
CDC5L_mis;CIB1,0,129024
HIST3H2A;UHRF1,0,129025
CDCA5_mis;WRN,0,129026
CDK1_mis;CHAF1B_mis,0,129027
ERCC8;RRM1_mis,0,129028
FH;RAD9A_mis,0,129029
AXIN2;RRM1_mis,0,129030
PARK7;UVRAG,0,129031
MCM2_mis;TP53,0,129032
TWIST1;ZNF830_mis,0,129033
FH;VPS72_mis,0,129034
CDK2;CHEK1_mis,0,129035
FTO;UVRAG,0,129036
PPP4R2;RAD9B,0,129037
OGG1;POLD1_mis,0,129038
NPAS2;UVRAG,0,129039
RAD21;RAD9B,0,129040
ASCC1;RUVBL2_mis,0,129041
NHEJ1;RAD9B,0,129042
REXO4;VPS72_mis,0,129043
POLR2C_mis;POLR2D_mis,0,129044
CDK1_mis;COPS5,0,129045
POLR2B_mis;RRM1_mis,0,129046
PPIE_mis;PPP5C,0,129047
ADPRHL2;POLR2D_mis,0,129048
CEP164;POLR2F,0,129049
DDB1_mis;DDB2,0,129050
CHEK1_mis;XPC,0,129051
CBX8;POLE2_mis,0,129052
MAGEF1;UBA52_mis,0,129053
ERCC1;NFRKB,0,129054
HELQ;MCM5,0,129055
ALKBH5;CHEK1_mis,0,129056
ATRIP_mis;MEIOB,0,129057
PARP9;UBA52_mis,0,129058
HUS1_mis;RNF138,0,129059
CHAF1B_mis;UBE2W,0,129060
CHRNA4;HINFP_mis,0,129061
BRCA1_mis;PARP10,0,129062
EPC2;WDHD1_mis,0,129063
POLD1_mis;TFPT,0,129064
ATRIP_mis;PMS1,0,129065
CDC5L_mis;TCEA1,0,129066
RAD51;TRIP12,0,129067
RBX1_mis;SETMAR,0,129068
CLSPN;POLR2G_mis,0,129069
SMC3;ZMPSTE24,0,129070
CXorf57;UHRF1,0,129071
ISG15;POLM,0,129072
GLTSCR2_mis;UHRF1,0,129073
EYA1;SMC1A_mis,0,129074
CEBPG;PSMD14_mis,0,129075
POLR2I_mis;SHFM1_mis,0,129076
FAM178A;SMC1A_mis,0,129077
CCNH_mis;HUWE1,0,129078
EYA2;SHFM1_mis,0,129079
ERCC6L2;GTF2H4_mis,0,129080
MB21D1;PSMD14_mis,0,129081
CUL4A;WDR70_mis,0,129082
GTF2H2_mis;SMC6,0,129083
INO80D;RAD51,0,129084
INTS3_mis;POLD4,0,129085
INO80B_mis;PAXIP1,0,129086
GINS2_mis;HDAC10,0,129087
CDK9;POLR2A_mis,0,129088
PSMD14_mis;XPC,0,129089
NFRKB;RUVBL2_mis,0,129090
C17orf104;POLR2B_mis,0,129091
CHAF1B_mis;PARPBP,0,129092
FAM168A;POLR2I_mis,0,129093
ATRIP_mis;RAD50,0,129094
HINFP_mis;PALB2,0,129095
RRM1_mis;TTC5,0,129096
RAD9B;WAS,0,129097
ATM;RAD9A_mis,0,129098
MMS19;POLR2G_mis,0,129099
EEPD1;INO80B_mis,0,129100
MCM5;XAB2_mis,0,129101
C1orf86;PPP4C,0,129102
PRMT6;TREX2,0,129103
CDK9;POLD3_mis,0,129104
MCM2_mis;MCMDC2,0,129105
COPS7B;GINS2_mis,0,129106
CUL4B;POLR2D_mis,0,129107
ACTR2_mis;RPS27A_mis,0,129108
MCM5;RNF138,0,129109
ISG15;SFR1,0,129110
POLR2G_mis;USP1,0,129111
GTF2H2C_mis;RAD51,0,129112
POLE2_mis;SFR1,0,129113
EGFR;PSMD14_mis,0,129114
POLR2H_mis;TP73,0,129115
AP5S1;UHRF1,0,129116
INO80_mis;POLR2C_mis,0,129117
HELQ;NPLOC4,0,129118
CDC5L_mis;SLC30A9,0,129119
GADD45A;VPS72_mis,0,129120
ERCC2_mis;EYA4,0,129121
GTF2H1;WDR70_mis,0,129122
FMN2;SMC3,0,129123
POLE2_mis;RNF138,0,129124
SMC1A_mis;SUMO1,0,129125
KIAA0430;PPP4C,0,129126
MPG;POLR2F,0,129127
CLSPN;TDG,0,129128
BIVM;PSMD14_mis,0,129129
CBX8;POLR2A_mis,0,129130
MCM8;TREX2,0,129131
RBX1_mis;REV3L,0,129132
RAD9B;UIMC1,0,129133
FANCD2;TREX2,0,129134
CLSPN;PIAS4,0,129135
POLI;RFC3_mis,0,129136
EYA3;UHRF1,0,129137
GINS2_mis;RAD21,0,129138
ATRX_mis;EPC1,0,129139
RAD51;RNF113A_mis,0,129140
RAD9A_mis;REV1,0,129141
DTX3L;RAD51C,0,129142
GTF2H1;POLI,0,129143
GTF2H2_mis;MCM7,0,129144
BRCA1_mis;HMGA2,0,129145
H2AFX;UVRAG,0,129146
CHAF1B_mis;RPA2_mis,0,129147
POLD3_mis;XRCC6_mis,0,129148
FAM35A;GTF2H2C_mis,0,129149
CLSPN;PRIMPOL,0,129150
CDC5L_mis;TEX12,0,129151
FANCG;WDHD1_mis,0,129152
POLD2_mis;SETMAR,0,129153
RAD51AP1;RPA3_mis,0,129154
EME1;NFRKB,0,129155
RRM1_mis;USP43,0,129156
SSRP1_mis;TNP1,0,129157
CHAF1B_mis;DEK,0,129158
H2AFX;RAD9A_mis,0,129159
PAXIP1;RFC5_mis,0,129160
INO80B_mis;UBE2A,0,129161
SPIRE2;VPS72_mis,0,129162
INTS3_mis;TERF2,0,129163
INTS3_mis;OGG1,0,129164
BRIP1;UVRAG,0,129165
BACH1;RAD51C,0,129166
DDX11;POLR2C_mis,0,129167
ASTE1;GTF2H2C_mis,0,129168
COPS8;POLR2C_mis,0,129169
MEN1;POLE_mis,0,129170
POLR2I_mis;RNF138,0,129171
DCLRE1A;PPP4C,0,129172
ERCC2_mis;POLD4,0,129173
MGME1;SHFM1_mis,0,129174
FIGN;PPP4C,0,129175
PARP4;TREX2,0,129176
RPA3_mis;SMARCB1,0,129177
OGG1;RFC3_mis,0,129178
PNKP;SSRP1_mis,0,129179
AQR_mis;BRCC3,0,129180
MCM5;POLQ,0,129181
SMC3;TDG,0,129182
CDK1_mis;DTX3L,0,129183
RUVBL2_mis;WRNIP1,0,129184
POLR2A_mis;TERF2IP,0,129185
ERCC6L2;ISG15,0,129186
ISG15;POLK,0,129187
ERCC2_mis;MCRS1,0,129188
BRE;POLR2B_mis,0,129189
POLD3_mis;RTEL1,0,129190
LIG1;POLD3_mis,0,129191
RAB43;SHFM1_mis,0,129192
HINFP_mis;MSH4,0,129193
MCM5;PML,0,129194
MEAF6;TREX2,0,129195
ATRX_mis;PIAS4,0,129196
UHRF1;WDR70_mis,0,129197
POLD1_mis;TERF2,0,129198
CDC5L_mis;TERF2,0,129199
EME1;POLR2D_mis,0,129200
MAD2L2;RAD9A_mis,0,129201
C17orf104;RRM1_mis,0,129202
MCM9;NPLOC4,0,129203
KDM2A;POLR2F,0,129204
GTF2H2C_mis;PAXIP1,0,129205
POLR2B_mis;USP45,0,129206
ATRX_mis;HELB,0,129207
ATRIP_mis;UNG,0,129208
POLD3_mis;WRAP53,0,129209
LIG4;TREX2,0,129210
POLR2H_mis;RAD21,0,129211
DTL;PAPD7,0,129212
GTF2H2C_mis;RBX1_mis,0,129213
DHX9;RBX1_mis,0,129214
PARP2;RAD9B,0,129215
CDK1_mis;HSF1,0,129216
CCNH_mis;TMEM161A,0,129217
POLR1B_mis;ZSWIM7,0,129218
GINS2_mis;NIPBL,0,129219
BABAM1;GTF2H2_mis,0,129220
FANCG;GTF2H2C_mis,0,129221
CINP;COPS6_mis,0,129222
ERCC8;SMC3,0,129223
POLR2A_mis;SWI5,0,129224
DTL;SETX,0,129225
INTS3_mis;MORF4L2,0,129226
C20orf196;POLE2_mis,0,129227
CIB1;GTF2H2C_mis,0,129228
MC1R;SMC3,0,129229
POLD3_mis;POLR2K_mis,0,129230
EME1;RPA2_mis,0,129231
CDC5L_mis;WHSC1,0,129232
MORF4L2;RAD51,0,129233
MMS19;UBA52_mis,0,129234
GINS2_mis;OBFC1,0,129235
HINFP_mis;RHNO1,0,129236
AQR_mis;WDR48,0,129237
POLD3_mis;ZFYVE26,0,129238
DTL;STUB1,0,129239
C14orf39;MCM3_mis,0,129240
BIVM;MCM3_mis,0,129241
POLD2_mis;SETD2,0,129242
HIST4H4;ISG15,0,129243
MCMDC2;PPIE_mis,0,129244
GTF2H2_mis;IGHMBP2,0,129245
FANCG;RPA2_mis,0,129246
HMGA1;POLD3_mis,0,129247
AP5S1;RAD9B,0,129248
PTTG1;WRAP53,0,129249
MCM9;RRM1_mis,0,129250
BCCIP_mis;RFC4_mis,0,129251
ATRIP_mis;PARP2,0,129252
SMG1;UHRF1,0,129253
CETN1;RFC5_mis,0,129254
RUVBL2_mis;TDP1,0,129255
APBB1;CHAF1B_mis,0,129256
NPLOC4;XRCC2,0,129257
ASCC1;ATRIP_mis,0,129258
COPS8;POLR1B_mis,0,129259
PPP4C;SMARCAD1,0,129260
GEN1;RAD9B,0,129261
CLSPN;PAPD7,0,129262
MCM3_mis;UBE2A,0,129263
GTF2H5;POLD2_mis,0,129264
RNF113A_mis;SPIRE1,0,129265
CLSPN;POLH,0,129266
EGFR;RPA3_mis,0,129267
DCLRE1A;POLR2A_mis,0,129268
POLR2I_mis;TREX1,0,129269
HMGA2;TREX2,0,129270
OBFC1;SMC3,0,129271
ATRIP_mis;UBA52_mis,0,129272
AUNIP;POLE2_mis,0,129273
CDK1_mis;NPAS2,0,129274
SSRP1_mis;WRNIP1,0,129275
BRCA1_mis;SMARCB1,0,129276
BCCIP_mis;VPS72_mis,0,129277
CHD1L;HINFP_mis,0,129278
RFC3_mis;UBE2T,0,129279
CEP164;COPS6_mis,0,129280
DTL;FANCF,0,129281
RPA3_mis;SETD2,0,129282
CDK1_mis;POLD4,0,129283
ACTB;BRCA1_mis,0,129284
PRKCG;VPS72_mis,0,129285
TP53BP1;ZNF830_mis,0,129286
POLR1B_mis;UCHL5,0,129287
BTG2;POLD1_mis,0,129288
CCNH_mis;RAD51,0,129289
CHEK2;POLR2D_mis,0,129290
POLR2A_mis;ZRANB3,0,129291
BRCC3;MCM3_mis,0,129292
POLE2_mis;UBA52_mis,0,129293
BCCIP_mis;RUVBL2_mis,0,129294
RAD9B;TCEA1,0,129295
POLR2I_mis;UBR5,0,129296
KDM1A;POLR2D_mis,0,129297
EXO5;SMC1A_mis,0,129298
NEIL2;RPS27A_mis,0,129299
BIVM;WDHD1_mis,0,129300
APBB1;ATRX_mis,0,129301
PTTG1;SUPT16H,0,129302
DTX3L;RFC5_mis,0,129303
RUVBL2_mis;SPATA22,0,129304
FANCB;POLE2_mis,0,129305
HIST3H3;UBA52_mis,0,129306
SHFM1_mis;SUV420H2,0,129307
CUL4A;UHRF1,0,129308
PSMD14_mis;USP10,0,129309
CDC7;HUS1_mis,0,129310
MCM7;POLE2_mis,0,129311
APITD1;VPS72_mis,0,129312
CHAF1A;RNF113A_mis,0,129313
CLSPN;HSF1,0,129314
NPM1;UBA52_mis,0,129315
PSMD14_mis;SPO11,0,129316
FANCD2;ISG15,0,129317
NABP2;POLR2I_mis,0,129318
CHD1L;GINS2_mis,0,129319
SETMAR;TREX2,0,129320
SMCHD1;UHRF1,0,129321
POLD2_mis;SMARCAL1,0,129322
CDK1_mis;MEAF6,0,129323
PARP10;UVRAG,0,129324
ERCC6L2;UVRAG,0,129325
KIF22;POLR2I_mis,0,129326
ETAA1;RAD9B,0,129327
AQR_mis;RBX1_mis,0,129328
WDHD1_mis;XRCC5_mis,0,129329
PARP10;POLR2B_mis,0,129330
GTF2H4_mis;ZNF365,0,129331
NHEJ1;TREX2,0,129332
LIG4;PSMD14_mis,0,129333
NABP2;POLR2A_mis,0,129334
RPA2_mis;USP3,0,129335
DTL;SUV420H2,0,129336
FBXO18;GTF2H1,0,129337
CDCA5_mis;REXO4,0,129338
POLE_mis;XRCC2,0,129339
CLSPN;XRCC6BP1,0,129340
POLR2H_mis;RAD9B,0,129341
COPS7B;WDHD1_mis,0,129342
POLR1B_mis;RPS27A_mis,0,129343
PPIE_mis;TOPBP1_mis,0,129344
RAD23B;TREX2,0,129345
BCCIP_mis;MCM2_mis,0,129346
CDK7_mis;SWI5,0,129347
ERCC2_mis;POLR2C_mis,0,129348
NPLOC4;PAXIP1,0,129349
PPP4C;XRCC1,0,129350
ABL1;POLR2F,0,129351
NABP1;RAD9B,0,129352
TDP2;UHRF1,0,129353
RAD51B;RRM1_mis,0,129354
CDK1_mis;TRIM25,0,129355
FBXO6;TICRR_mis,0,129356
DTL;REV3L,0,129357
CCDC155;POLR1B_mis,0,129358
KIAA0430;PSMD14_mis,0,129359
HIST3H3;RUVBL2_mis,0,129360
PRKCG;RFC5_mis,0,129361
GINS2_mis;SIRT6,0,129362
CLSPN;UVSSA,0,129363
RBX1_mis;TMEM161A,0,129364
REXO4;TREX2,0,129365
ADPRHL2;UHRF1,0,129366
CCNH_mis;NEIL1,0,129367
ALKBH3;GTF2H4_mis,0,129368
RAD51C;SETD2,0,129369
DHX9;POLR2K_mis,0,129370
PPIE_mis;ZFYVE26,0,129371
NFRKB;RTEL1,0,129372
POLR2G_mis;UBE2U,0,129373
DMC1;SSRP1_mis,0,129374
FANCL;GTF2H2_mis,0,129375
MSH2;WDR70_mis,0,129376
C12orf5;RUVBL2_mis,0,129377
NSMCE2;RBX1_mis,0,129378
KDM4D;POLD3_mis,0,129379
CUL4A;POLE2_mis,0,129380
KLHL15;RFC5_mis,0,129381
POLE2_mis;REV1,0,129382
DDB1_mis;POLN,0,129383
GINS2_mis;NTHL1,0,129384
DTL;RPA2_mis,0,129385
DCLRE1A;UHRF1,0,129386
GTF2H1;TEX15,0,129387
C7orf49;MCM5,0,129388
RBX1_mis;SPIDR,0,129389
HUS1_mis;STRA13,0,129390
HELB;HINFP_mis,0,129391
GINS2_mis;UIMC1,0,129392
MSH2;POLD3_mis,0,129393
C7orf49;POLE_mis,0,129394
POLR2H_mis;RBX1_mis,0,129395
GTF2H4_mis;TCEA1,0,129396
CDC5L_mis;GTF2H1,0,129397
HDAC10;SSRP1_mis,0,129398
EID3;ISG15,0,129399
MBD4;UBA52_mis,0,129400
RNF113A_mis;SMEK2,0,129401
RBM17_mis;RPA2_mis,0,129402
MCM5;RAB43,0,129403
CHEK1_mis;EPC1,0,129404
NFRKB;SYCP1,0,129405
CDC5L_mis;DDX1,0,129406
CLSPN;XRCC2,0,129407
DTL;ZFYVE26,0,129408
RAD9B;REC8,0,129409
APLF;ISG15,0,129410
GTF2H2_mis;RPA4,0,129411
POLR2C_mis;USP45,0,129412
ISG15;MUS81,0,129413
RHNO1;UVRAG,0,129414
GTF2H3;PPP4C,0,129415
BCCIP_mis;MAD2L2,0,129416
SMEK2;VPS72_mis,0,129417
RFC5_mis;UBE2B,0,129418
RAD9A_mis;TP53,0,129419
EYA3;RPS27A_mis,0,129420
RAD9A_mis;TDP2,0,129421
SHFM1_mis;TRIP12,0,129422
EP300;NPLOC4,0,129423
CDK2;RUVBL2_mis,0,129424
CHEK2;RPA2_mis,0,129425
ATRX_mis;ERCC6L2,0,129426
AXIN2;RUVBL2_mis,0,129427
POLE2_mis;SETD2,0,129428
HUS1B;POLR2A_mis,0,129429
RTEL1;SMC3,0,129430
MRGBP;TICRR_mis,0,129431
CHEK1_mis;SMARCAD1,0,129432
INO80B_mis;VCP_mis,0,129433
POLR1B_mis;SMCHD1,0,129434
POLB;POLD1_mis,0,129435
PARP4;UVRAG,0,129436
ENDOV;RPS27A_mis,0,129437
PRKDC;RPA3_mis,0,129438
GTF2H2_mis;NUDT1,0,129439
DDB1_mis;NABP1,0,129440
C19orf40;CLSPN,0,129441
MEIOB;WDHD1_mis,0,129442
RAD51C;XRCC4,0,129443
MCM3_mis;UFD1L,0,129444
AQR_mis;ATR,0,129445
PSME4;RPA3_mis,0,129446
ISG15;RFC3_mis,0,129447
CCNH_mis;PARP2,0,129448
MCM2_mis;PMS1,0,129449
CDC14B;RAD51,0,129450
DDB1_mis;PARP9,0,129451
POLE2_mis;TMEM189.UBE2V1,0,129452
GTF2H2_mis;NPLOC4,0,129453
POLD2_mis;TONSL_mis,0,129454
EXO5;POLR1B_mis,0,129455
POLE2_mis;SUPT16H,0,129456
EYA1;TICRR_mis,0,129457
FGF10;NFRKB,0,129458
MTA1;POLD1_mis,0,129459
ETAA1;RFC3_mis,0,129460
SMC3;TNKS1BP1,0,129461
ENDOV;POLR2G_mis,0,129462
CINP;RNF113A_mis,0,129463
OBFC1;RBX1_mis,0,129464
HUWE1;RNF113A_mis,0,129465
FANCG;POLR2A_mis,0,129466
C1orf86;WDR70_mis,0,129467
MCM3_mis;OGG1,0,129468
NPLOC4;UBR5,0,129469
SMC3;SPIDR,0,129470
GTF2H1;TREX2,0,129471
GTF2H2C_mis;RPA4,0,129472
MCM6_mis;SWSAP1,0,129473
RAD9A_mis;SUV420H1,0,129474
RPAIN;RRM1_mis,0,129475
ALKBH3;MCM5,0,129476
AQR_mis;NEIL3,0,129477
MSH3;SSRP1_mis,0,129478
MMS19;WDHD1_mis,0,129479
MBTD1;UHRF1,0,129480
COPS6_mis;ERCC1,0,129481
LIG1;POLR2G_mis,0,129482
PPIE_mis;TAOK1,0,129483
POLM;SMC1A_mis,0,129484
FANCD2;PSMD14_mis,0,129485
CHRNA4;POLR2B_mis,0,129486
HMGA1;POLD2_mis,0,129487
POLE2_mis;PRPF19_mis,0,129488
BOD1L1;CDCA5_mis,0,129489
FBXO6;RAD51,0,129490
RAD51C;SIRT6,0,129491
CUL4B;INTS3_mis,0,129492
COPS6_mis;MMS19,0,129493
PMS2;SMC1A_mis,0,129494
BCCIP_mis;UVSSA,0,129495
GTF2H2C_mis;TP53BP1,0,129496
PRPF19_mis;ZNF830_mis,0,129497
GTF2H1;TDP2,0,129498
POLR2I_mis;TP53BP1,0,129499
COPS7A;SHFM1_mis,0,129500
GTF2H1;POLD2_mis,0,129501
ERCC6;PTTG1,0,129502
DDX11;SHFM1_mis,0,129503
POLR2G_mis;TRIP13,0,129504
RNF168;SHFM1_mis,0,129505
CCNH_mis;GINS4_mis,0,129506
BRE;RFC3_mis,0,129507
MNAT1;POLE_mis,0,129508
CETN1;NFRKB,0,129509
BCCIP_mis;CETN2,0,129510
POLE2_mis;RPA3_mis,0,129511
BRCA1_mis;CDK2,0,129512
RAD51;TDG,0,129513
INTS3_mis;SETD2,0,129514
BTG2;WDR70_mis,0,129515
GINS2_mis;TEX12,0,129516
SMC3;TMEM161A,0,129517
POLR2B_mis;SPIRE1,0,129518
EYA3;RRM1_mis,0,129519
AQR_mis;PDS5B,0,129520
MCMDC2;RAD51,0,129521
GTF2H4_mis;LIG3,0,129522
ATRIP_mis;RNF168,0,129523
RAD18;UVRAG,0,129524
PARP3;RBX1_mis,0,129525
POLR2C_mis;RAD54B,0,129526
C14orf39;POLE2_mis,0,129527
ASF1A;POLE2_mis,0,129528
C17orf70;CDK7_mis,0,129529
C1orf86;UBA52_mis,0,129530
POLR2B_mis;TFPT,0,129531
POLR2G_mis;XRCC1,0,129532
POLE_mis;PPIE_mis,0,129533
POLR2I_mis;REC8,0,129534
FEN1;PPIE_mis,0,129535
INTS3_mis;RPS3_mis,0,129536
C5orf45;POLE2_mis,0,129537
HMGA2;UVRAG,0,129538
MPG;WDR70_mis,0,129539
INO80D;POLR2H_mis,0,129540
NSMCE1_mis;REXO4,0,129541
PALB2;POLR2F,0,129542
MCM2_mis;TERF2IP,0,129543
OBFC1;POLR2B_mis,0,129544
MLH3;TREX2,0,129545
GINS2_mis;MCRS1,0,129546
AQR_mis;EID3,0,129547
GTF2H2C_mis;NABP1,0,129548
PTTG1;TP53,0,129549
AQR_mis;HELQ,0,129550
ISG15;UVSSA,0,129551
FAM35A;MCM2_mis,0,129552
