gene_combination,sens.score,rank
EYA3;ZNF365,-0.522645117,19306
PMS2;RNF113A_mis,-0.52264318,19307
AQR_mis;PARP1,-0.522624659,19308
DMAP1_mis;TAOK3,-0.522624437,19309
CUL4A;POLR2L,-0.522617337,19310
EPC2;PSME4,-0.522561021,19311
KIAA0101;PPP5C,-0.522552937,19312
HINFP_mis;SUPT16H,-0.522539972,19313
INIP;REV1,-0.522537927,19314
DDB1_mis;FUS,-0.522536334,19315
ISG15;USP51,-0.522527574,19316
CDC45;TERF2,-0.522501625,19317
LIG3;UPF1,-0.522500142,19318
HIST3H3;UVRAG,-0.522489315,19319
HELB;TCEA1,-0.522475763,19320
RAD51;TAOK3,-0.522470308,19321
DMAP1_mis;MNAT1,-0.522468935,19322
ANKRD32;RNF113A_mis,-0.522465902,19323
MRE11A;PARP10,-0.522443623,19324
NDNL2;RECQL5,-0.522420666,19325
CDK2;PRDM9,-0.522396047,19326
CDC14B;SMG1,-0.522393209,19327
CDC14B;FANCD2,-0.522368729,19328
HELB;PALB2,-0.522271643,19329
DMAP1_mis;FAM168A,-0.522270774,19330
NSMCE1_mis;PDS5B,-0.522263697,19331
DMAP1_mis;POLG,-0.522261858,19332
CHAF1B_mis;SPO11,-0.522260784,19333
C20orf196;RUVBL1_mis,-0.522251547,19334
DNTT;PARPBP,-0.522232021,19335
ISG15;SHFM1_mis,-0.522206927,19336
CDK2;UVRAG,-0.522196587,19337
HUWE1;ZNF365,-0.522155428,19338
CDC7;MBTD1,-0.522153401,19339
PRPF19_mis;RPAIN,-0.522147089,19340
ALKBH2;C11orf30,-0.522142753,19341
GLTSCR2_mis;RAD54B,-0.522138763,19342
FANCF;WRN,-0.522134274,19343
SWSAP1;TRIM25,-0.522086631,19344
POLN;RFC1,-0.522082156,19345
EYA3;POLR2D_mis,-0.522065429,19346
C11orf30;OTUB1,-0.522060261,19347
HUWE1;MSH4,-0.522051783,19348
CHAF1A;ZNF830_mis,-0.522050022,19349
MNAT1;USP10,-0.522049341,19350
SFPQ;SMUG1,-0.522046732,19351
CHAF1B_mis;POLM,-0.522020651,19352
EID3;POLL,-0.521992619,19353
C1orf86;SMARCB1,-0.521988503,19354
ATRX_mis;RAD23A,-0.521895405,19355
AUNIP;NUDT16L1,-0.521885245,19356
CDK2;POLR2B_mis,-0.521868822,19357
CHEK2;NEIL2,-0.521860264,19358
CIB1;WDR70_mis,-0.521859451,19359
RBBP8;SMARCAD1,-0.521859326,19360
INIP;UBB,-0.521836063,19361
KIAA0101;RAD54L,-0.521833267,19362
RNF8;XAB2_mis,-0.521799172,19363
PRKCG;UBE2U,-0.521781262,19364
C17orf104;COPS5,-0.521772674,19365
EME1;POLH,-0.521759197,19366
POLA1;SHPRH,-0.521754395,19367
ERCC4;RAD21L1,-0.521753494,19368
INO80E;LIG1,-0.521753086,19369
NABP1;SUPT16H,-0.521751362,19370
PSME4;RCHY1,-0.521750465,19371
COPS3;MCM6_mis,-0.521728624,19372
PAGR1;POLD3_mis,-0.521722915,19373
CCNH_mis;FH,-0.521713967,19374
PIAS4;UBA52_mis,-0.521700416,19375
ACTR5;RUVBL1_mis,-0.521681327,19376
ASCC3;EP400,-0.521646869,19377
CHEK2;PRKDC,-0.521587345,19378
COPS2;TMEM161A,-0.521582861,19379
C12orf5;TMEM161A,-0.521559404,19380
NABP2;UFD1L,-0.521559166,19381
MNAT1;TDP2,-0.521537837,19382
EPC2;UVSSA,-0.521536425,19383
INO80E;SPATA22,-0.52148109,19384
ANKRD32;BLM,-0.52147641,19385
C1orf86;SPRTN,-0.521410841,19386
RFC5_mis;SLC30A9,-0.52140348,19387
MCM6_mis;RMI2,-0.521391779,19388
FANCF;WHSC1,-0.521389707,19389
SHPRH;TERF2IP,-0.521387364,19390
DDB1_mis;USP51,-0.521383702,19391
RBM17_mis;RFC1,-0.521364846,19392
PAPD7;TOPBP1_mis,-0.521360332,19393
TDP2;UBE2V2,-0.521351807,19394
GLTSCR2_mis;KIAA0101,-0.521326563,19395
GTF2H1;TMEM189.UBE2V1,-0.521325038,19396
ACTR5;COPS8,-0.521274157,19397
ISG15;JMY,-0.521246867,19398
MGMT;UBA52_mis,-0.521222377,19399
FOXM1;MSH5,-0.521200668,19400
OGG1;SMC3,-0.521189645,19401
ERCC6L2;UBA52_mis,-0.521184669,19402
MCM6_mis;POLL,-0.521181071,19403
CDC14B;SPIRE2,-0.521118165,19404
POLA1;REV1,-0.52108969,19405
DCLRE1B;DDX11,-0.52108423,19406
SHPRH;TNKS1BP1,-0.521079127,19407
NUDT16L1;TRIP13,-0.521069446,19408
FIGNL2;SUPT16H,-0.521066308,19409
ERCC3_mis;TONSL_mis,-0.521063911,19410
CUL4B;TMEM189.UBE2V1,-0.521050367,19411
LIG4;TRIP13,-0.52103353,19412
NFRKB;TMEM161A,-0.52100197,19413
FMN2;HUS1_mis,-0.52098431,19414
DHX9;MB21D1,-0.520969123,19415
HINFP_mis;MCMDC2,-0.520931548,19416
CDKN2D;TERF2,-0.520921738,19417
FOXM1;RAD9B,-0.520912914,19418
SFPQ;SPIRE1,-0.520906004,19419
POLR2A_mis;SYCP1,-0.520873627,19420
ERCC6L2;XRCC3,-0.520797285,19421
POLN;SMG1,-0.520790772,19422
RAD51C;XRCC1,-0.520790631,19423
CDC7;MEAF6,-0.520789087,19424
C1orf86;SMEK2,-0.520770214,19425
HSF1;PRDM9,-0.520769431,19426
SFR1;ZNF830_mis,-0.52069128,19427
EYA3;SHFM1_mis,-0.520670159,19428
PARP2;RTEL1,-0.520661589,19429
FAM175A;POLB,-0.520649181,19430
ING3;MGME1,-0.520553811,19431
FANCE;RAD51C,-0.520533667,19432
ASF1A;SUMO1,-0.520530022,19433
OGG1;UFD1L,-0.520528286,19434
FAM175A;UBE2L6,-0.520519586,19435
ANKRD32;USP51,-0.520503617,19436
FANCG;GTF2H5,-0.520487902,19437
RIF1;UVRAG,-0.520487073,19438
INO80B_mis;XRCC6BP1,-0.520476429,19439
RMI1;SMARCAL1,-0.520472914,19440
COPS2;FIGNL1,-0.520397532,19441
POLE2_mis;SLX1A,-0.520392671,19442
KIAA0101;TMEM189.UBE2V1,-0.52037619,19443
EPC1;ZNF365,-0.520364599,19444
FAN1;RNASEH2A,-0.520356418,19445
TDP1;WRAP53,-0.520324818,19446
ERCC8;LIG3,-0.520311262,19447
HMGB1;HUS1_mis,-0.520292365,19448
RNF168;TRRAP,-0.520273962,19449
MBD4;UVSSA,-0.520247534,19450
DEK;PALB2,-0.520223244,19451
FOXM1;TREX2,-0.520204775,19452
EYA3;PALB2,-0.520199196,19453
MUM1;UBE2B,-0.520194793,19454
GTF2H2_mis;RAB43,-0.520183551,19455
DNA2_mis;INO80E,-0.520154425,19456
INO80_mis;UBE2B,-0.52014865,19457
ADPRHL2;POLH,-0.520137912,19458
ACTR8_mis;MNAT1,-0.520052642,19459
POLH;SSRP1_mis,-0.520044102,19460
CHEK1_mis;POLG2,-0.520022278,19461
CUL4B;EME1,-0.520001044,19462
BRD8;CLSPN,-0.519868974,19463
FAN1;POLN,-0.519864124,19464
MBTD1;RECQL4_mis,-0.519832093,19465
BARD1;CETN2,-0.519829622,19466
POLI;SPRTN,-0.519821334,19467
RNASEH2A;VCP_mis,-0.519781812,19468
DDX1;FANCG,-0.519779614,19469
ATR;FAM35A,-0.519776497,19470
PCNA;POLA1,-0.51976088,19471
EP300;TOPBP1_mis,-0.519758248,19472
CXorf57;UBE2B,-0.519756176,19473
MAGEF1;UBE2B,-0.519754913,19474
ACTL6A_mis;UBC,-0.519754416,19475
FAM175A;USP45,-0.519751795,19476
MPG;POLG2,-0.519745146,19477
RPAIN;XRCC4,-0.519723646,19478
ERCC1;TCEA1,-0.519722243,19479
ACTR5;XRCC3,-0.5197017,19480
ASCC3;MTA1,-0.519693719,19481
KAT5;TICRR_mis,-0.519667524,19482
INO80E;UBE2V2,-0.519585398,19483
RTEL1;TOPBP1_mis,-0.519563629,19484
TMEM161A;TRIP13,-0.519548756,19485
GTF2H3;MCM8,-0.51951265,19486
SHPRH;USP51,-0.519509896,19487
HMGA1;RMI2,-0.519480975,19488
BIVM.ERCC5;STRA13,-0.519466521,19489
ACTR5;UBE2W,-0.51945807,19490
CLSPN;EYA4,-0.519450394,19491
FOXM1;KDM2A,-0.519427295,19492
FIGNL1;HELB,-0.519408306,19493
PAPD7;RMI1,-0.519370579,19494
C19orf40;WDHD1_mis,-0.519355764,19495
PIF1;STRA13,-0.519329824,19496
KIF22;POLN,-0.519322565,19497
ASCC2;NIPBL,-0.519275768,19498
KDM1A;NTHL1,-0.519274317,19499
LIG1;PARPBP,-0.519268654,19500
ERCC3_mis;GLTSCR2_mis,-0.519251615,19501
PPP4C;WAS,-0.519211357,19502
CDK1_mis;NSMCE2,-0.519192673,19503
ACTB;UVSSA,-0.519183777,19504
DMAP1_mis;SHFM1_mis,-0.519169954,19505
AP5Z1;RPS3_mis,-0.519167106,19506
FMN2;POLD4,-0.519147506,19507
NSMCE2;UBE2B,-0.519116903,19508
NABP2;PPP4C,-0.519098982,19509
BRCA2;CDC14B,-0.51908781,19510
DCLRE1B;MCM9,-0.519052428,19511
FMN2;KIF22,-0.519046542,19512
ERCC1;POLR2A_mis,-0.519036862,19513
INTS3_mis;TFPT,-0.519033421,19514
EGFR;RBX1_mis,-0.519018241,19515
GINS4_mis;UBE2N,-0.518996559,19516
ALKBH2;SMARCAL1,-0.518967659,19517
FAM175A;WDR33_mis,-0.51894455,19518
ATRIP_mis;FEN1,-0.518925727,19519
INO80B_mis;MORF4L2,-0.518909473,19520
FAM168A;POLR2L,-0.518898568,19521
INO80E;POLN,-0.518855868,19522
BRCA1_mis;FMN2,-0.518843447,19523
KIAA0101;XRCC5_mis,-0.518837493,19524
ERCC3_mis;EYA2,-0.51882709,19525
MC1R;OGG1,-0.5188047,19526
COPS6_mis;ERCC5,-0.518793059,19527
ANKRD32;FANCB,-0.518783241,19528
RAD21L1;RECQL4_mis,-0.518782624,19529
OGG1;TERF2,-0.518777082,19530
RRM1_mis;WDHD1_mis,-0.518753078,19531
PARPBP;PRMT6,-0.518741157,19532
FIGN;FZR1,-0.518726009,19533
C19orf40;TRIP13,-0.518706754,19534
MUM1;POLN,-0.518699114,19535
C7orf49;UBE2B,-0.518688391,19536
FAN1;MEN1,-0.518677461,19537
FANCA;TOPBP1_mis,-0.518630974,19538
NEIL1;POLR2E_mis,-0.518602671,19539
PARPBP;VCP_mis,-0.518601418,19540
LIG3;XRCC4,-0.518595354,19541
SMC5;SMC6,-0.518589732,19542
DHX9;INIP,-0.518589326,19543
BRD8;FAN1,-0.518583691,19544
AQR_mis;KIN,-0.518543023,19545
KIN;PRDM9,-0.518528567,19546
SMARCB1;SUPT16H,-0.518515327,19547
HUWE1;MTA1,-0.518502548,19548
PPP5C;UBE2B,-0.518479576,19549
POLR2A_mis;XRCC6BP1,-0.518453209,19550
HMGA2;PML,-0.51845234,19551
POLD2_mis;SFR1,-0.518439097,19552
PRIMPOL;RFC2_mis,-0.518340072,19553
KIF22;TRIP13,-0.518336978,19554
CHRNA4;MCM5,-0.518302275,19555
NDNL2;RBM17_mis,-0.518297571,19556
EME2;SUV420H2,-0.518249285,19557
H2AFX;PAXIP1,-0.518243161,19558
CHEK1_mis;UBE2A,-0.518232951,19559
MCM4;RNASEH2A,-0.518138161,19560
DCLRE1B;RUVBL2_mis,-0.518136918,19561
HUS1_mis;SMCHD1,-0.518114155,19562
FBXO18;UBE2T,-0.518113039,19563
FANCL;PMS1,-0.518105391,19564
DDX1;POLG,-0.518096708,19565
INO80B_mis;MLH1,-0.518081287,19566
INTS3_mis;TRRAP,-0.518063353,19567
PARP9;UBE2D3,-0.518046859,19568
ACTR2_mis;TEX15,-0.518046739,19569
NONO;UBB,-0.518042242,19570
HUS1_mis;POLA1,-0.518036313,19571
FANCM;ZNF365,-0.518014227,19572
NDNL2;SFPQ,-0.518005816,19573
ERCC4;SHPRH,-0.517981902,19574
ESCO2;PPIE_mis,-0.517975464,19575
TMEM161A;WAS,-0.517961151,19576
DOT1L;FANCA,-0.517936081,19577
POLI;PTTG1,-0.517930189,19578
GLTSCR2_mis;IGHMBP2,-0.517915054,19579
TEX12;TMEM161A,-0.517899933,19580
GADD45A;RFWD3,-0.517898371,19581
EP400;TRIP13,-0.517891959,19582
CDK7_mis;TREX2,-0.517883397,19583
PPP4C;RTEL1,-0.517863019,19584
PRKDC;RNF113A_mis,-0.517831476,19585
MDC1;RECQL,-0.517818601,19586
MSH6;USP3,-0.51779524,19587
CDC7;MMS22L,-0.517793183,19588
DTL;RECQL4_mis,-0.517782661,19589
GTF2H5;NABP2,-0.517760464,19590
MEAF6;SLC30A9,-0.517675706,19591
BIVM.ERCC5;EME2,-0.517670932,19592
CDCA5_mis;COPS4,-0.517651293,19593
MRE11A;UHRF1,-0.517635925,19594
DDB1_mis;POLR2G_mis,-0.517630867,19595
CEBPG;LIG4,-0.517603038,19596
NTHL1;UBQLN4,-0.517585915,19597
SUPT16H;WHSC1,-0.5175416,19598
EYA4;STUB1,-0.517540998,19599
MLH1;MUTYH,-0.517530675,19600
CDK1_mis;SPO11,-0.517508562,19601
RAD21;TFIP11_mis,-0.517475376,19602
MDC1;TERF2,-0.517468952,19603
GTF2H2_mis;POLR2E_mis,-0.517468582,19604
C19orf40;FANCM,-0.517426573,19605
MLH1;RMI1,-0.517423081,19606
BTG2;KIN,-0.517417681,19607
WRNIP1;ZNF830_mis,-0.517400321,19608
MPG;PPIE_mis,-0.517396793,19609
HINFP_mis;MSH6,-0.517369192,19610
KDM2A;WDR33_mis,-0.517366897,19611
KIAA0101;RECQL4_mis,-0.517343655,19612
MBTD1;PARP10,-0.517332039,19613
APBB1;RPA3_mis,-0.517322744,19614
CDC7;RAD51,-0.517321195,19615
GTF2H3;TDP2,-0.517273046,19616
TREX2;WDR70_mis,-0.517233478,19617
CEP164;COPS3,-0.517228502,19618
PRKDC;UNG,-0.517226991,19619
CCDC155;NSMCE1_mis,-0.517192923,19620
AUNIP;RPAIN,-0.517190784,19621
DTX3L;NTHL1,-0.517182737,19622
CDC45;XRCC1,-0.517180095,19623
EME2;HIST4H4,-0.517161718,19624
ATRX_mis;MTA1,-0.517154909,19625
MTA1;ZBTB1,-0.517135022,19626
EEPD1;FOXM1,-0.517124222,19627
CDKN2D;ISG15,-0.517099408,19628
MORF4L2;RPAIN,-0.517096091,19629
MEN1;PPP4R2,-0.517093002,19630
CXorf57;UFD1L,-0.51708435,19631
CHD1L;ERCC8,-0.517063615,19632
BOD1L1;CUL4B,-0.517022868,19633
HIST3H2A;MEN1,-0.517017232,19634
PPP5C;SUPT16H,-0.516999707,19635
EXO5;NUDT16L1,-0.516975879,19636
EYA3;RAD9A_mis,-0.516969066,19637
TEX15;UBE2N,-0.516946781,19638
INO80E;RMI2,-0.516943272,19639
DNTT;EPC2,-0.516916515,19640
NPLOC4;PSME4,-0.516907055,19641
CDK2;RPS3_mis,-0.516906929,19642
OBFC1;USP51,-0.516904521,19643
HMGA2;SWI5,-0.516868623,19644
GTF2H3;SHPRH,-0.516846636,19645
MCM7;RCHY1,-0.516820106,19646
BRCC3;PSMD14_mis,-0.516818331,19647
MNAT1;TP73,-0.516812618,19648
GTF2H1;ZRANB3,-0.516794474,19649
POLR2G_mis;UBE2D3,-0.516794404,19650
FAM175A;POLI,-0.516780027,19651
FZR1;PPIE_mis,-0.516727642,19652
GTF2H5;SMUG1,-0.516705441,19653
AP5S1;CUL4A,-0.51667547,19654
FANCC;FANCM,-0.516668866,19655
ERCC5;FANCL,-0.516613126,19656
ACTR5;PSME4,-0.516611962,19657
HELQ;MTA1,-0.516611403,19658
HINFP_mis;TFPT,-0.516609072,19659
BRIP1;USP3,-0.516606744,19660
CHEK2;LIG3,-0.516600334,19661
ANKRD32;FANCC,-0.516583149,19662
APEX1;HIST3H3,-0.516578336,19663
TMEM161A;UBE2T,-0.516573978,19664
BACH1;POLR1A,-0.516567065,19665
APEX2;POLK,-0.516551247,19666
CHAF1A;ENDOV,-0.516523196,19667
SWSAP1;YEATS4,-0.516515682,19668
DDX11;EP400,-0.516498158,19669
DDX11;SHPRH,-0.516490897,19670
ASCC3;SMG1,-0.516482402,19671
ETAA1;KIAA0101,-0.516472213,19672
DCLRE1B;RAD50,-0.516417463,19673
DCLRE1B;EME1,-0.516384163,19674
POLA1;PRDM9,-0.516306041,19675
RAD21;TEX12,-0.516272553,19676
CCNH_mis;UBE2B,-0.516255413,19677
CHEK1_mis;ESCO2,-0.516237926,19678
ERCC3_mis;RAD23B,-0.516224072,19679
ASCC1;RNF138,-0.516188202,19680
UBE2T;WDHD1_mis,-0.516182653,19681
FANCE;MCM3_mis,-0.516167898,19682
POLR2D_mis;XRCC2,-0.516139687,19683
POLL;XRCC6BP1,-0.51611746,19684
RMI1;ZNF830_mis,-0.51610552,19685
TNP1;UPF1,-0.516074502,19686
MCMDC2;UBE2D3,-0.51607216,19687
EPC1;WDR70_mis,-0.516064993,19688
C20orf196;NSMCE2,-0.515988889,19689
CCNH_mis;POLQ,-0.515953948,19690
ALKBH1;NPLOC4,-0.515943009,19691
CDK7_mis;PML,-0.515865314,19692
PRMT6;SLX4,-0.515826635,19693
RIF1;UVSSA,-0.515811534,19694
MCM3_mis;TP53,-0.515793055,19695
CDC5L_mis;HUS1_mis,-0.515792881,19696
BOD1L1;NSMCE1_mis,-0.515788451,19697
HUWE1;RAD21,-0.515775459,19698
BRCA1_mis;ZFYVE26,-0.51574906,19699
HUWE1;MLH1,-0.515726044,19700
IGHMBP2;UFD1L,-0.51565254,19701
MRGBP;SUMO1,-0.515643287,19702
GINS4_mis;PPP5C,-0.515613806,19703
GTF2H1;RAD21L1,-0.515599161,19704
FANCB;HSF1,-0.515595768,19705
CHAF1A;PSME4,-0.515570301,19706
C12orf5;POLR2H_mis,-0.515559475,19707
DDB1_mis;TTC5,-0.515520427,19708
RIF1;SSRP1_mis,-0.515503139,19709
C5orf45;TRRAP,-0.515501079,19710
MC1R;SWI5,-0.515465596,19711
ALKBH3;RPA3_mis,-0.51543838,19712
CDC14B;CHEK1_mis,-0.515383832,19713
C20orf196;PIF1,-0.515373922,19714
DMAP1_mis;ZNF365,-0.515355242,19715
OGG1;XRCC6_mis,-0.515353757,19716
ASCC1;EP400,-0.515340996,19717
DMC1;SMC6,-0.515316565,19718
ASCC1;RAD54L,-0.515314322,19719
ACTL6A_mis;KIF22,-0.515305317,19720
ING3;SETMAR,-0.515286029,19721
APEX1;AUNIP,-0.515258746,19722
INTS3_mis;RNF8,-0.515241824,19723
DDB1_mis;PIF1,-0.515216438,19724
KIF22;SHFM1_mis,-0.515194452,19725
UIMC1;XPC,-0.515185856,19726
PARP9;WDR33_mis,-0.515184568,19727
SMEK2;TNKS1BP1,-0.515154911,19728
ACTR5;XPA,-0.515149144,19729
HMGA1;TRRAP,-0.515148435,19730
PRKDC;RECQL4_mis,-0.515139908,19731
CDC14B;POLR2E_mis,-0.515137059,19732
ASF1A;MCM4,-0.51512197,19733
ALKBH2;C17orf104,-0.515112088,19734
OGG1;VCP_mis,-0.51509741,19735
FANCA;ZNF365,-0.515089136,19736
RECQL5;TP53,-0.515081751,19737
CHEK1_mis;NDNL2,-0.515012062,19738
MAD2L2;NEIL1,-0.514992215,19739
FANCF;RMI2,-0.514982852,19740
RNASEH2A;UBE2A,-0.514968103,19741
ERCC2_mis;LIG1,-0.514959393,19742
AQR_mis;TERF2,-0.514925942,19743
BRCA2;C20orf196,-0.514913216,19744
CSNK1E;UVSSA,-0.514871206,19745
HMGA1;PRMT6,-0.514869642,19746
RAD1;WDR33_mis,-0.514843798,19747
CDK1_mis;CDK9,-0.514809528,19748
UBE2V2;WRNIP1,-0.514800848,19749
CDK2;INO80B_mis,-0.514775445,19750
UBE2D3;UVRAG,-0.514751542,19751
NUDT1;RMI1,-0.514737352,19752
C20orf196;FANCM,-0.514723635,19753
MSH6;RAD21L1,-0.514673462,19754
CHAF1A;RAD51D,-0.514639992,19755
CHD1L;TMEM161A,-0.514636698,19756
ING3;OTUB1,-0.514626697,19757
NUDT16L1;POLG,-0.514620189,19758
FANCF;RAD9B,-0.514613157,19759
HELB;INO80D,-0.51458756,19760
EP300;PARP10,-0.514573972,19761
TP73;TRRAP,-0.514551714,19762
FANCC;KDM2A,-0.51454618,19763
BARD1;RPS3_mis,-0.514531241,19764
COPS8;MCMDC2,-0.51450454,19765
HSF1;PML,-0.51450325,19766
EYA1;KLHL15,-0.514501496,19767
HELB;PARK7,-0.514500656,19768
ALKBH1;POLK,-0.514495223,19769
TOPBP1_mis;VPS72_mis,-0.51448574,19770
COPS8;POLR2A_mis,-0.514435133,19771
SWSAP1;ZFYVE26,-0.514417503,19772
ING3;PAGR1,-0.514377776,19773
ACTR8_mis;SETMAR,-0.514367109,19774
COPS8;CSNK1E,-0.514367063,19775
FGF10;RAD51C,-0.514365122,19776
DHX9;FANCA,-0.514347491,19777
RAD51B;TFIP11_mis,-0.514344405,19778
RAD51;SMUG1,-0.514306882,19779
LIG3;MB21D1,-0.514228333,19780
MEN1;POLN,-0.514221869,19781
ASCC3;RAD51D,-0.514206836,19782
RIF1;WDHD1_mis,-0.514146256,19783
MORF4L2;TDP2,-0.514091397,19784
POLR2D_mis;TRRAP,-0.514079509,19785
BRCA1_mis;ETAA1,-0.514076539,19786
MORF4L2;SMARCAD1,-0.514068219,19787
RECQL5;STRA13,-0.514062357,19788
C14orf39;REV1,-0.514062274,19789
ANKRD32;FANCM,-0.514056328,19790
RMI2;TERF2IP,-0.514038926,19791
HINFP_mis;SUV420H1,-0.514032138,19792
MCM4;MTA1,-0.514029462,19793
ASTE1;ATR,-0.514018542,19794
ERCC6;SHPRH,-0.514012593,19795
MEAF6;TCEA1,-0.514001674,19796
OBFC1;VCP_mis,-0.513991169,19797
POLG2;TCEA1,-0.513938512,19798
HIST3H3;RAD9A_mis,-0.513926573,19799
MCM5;TERF2,-0.513912374,19800
CHAF1B_mis;EXO5,-0.513868337,19801
CINP;COPS3,-0.51386381,19802
CDKN2D;POLA1,-0.513833284,19803
INIP;MCM6_mis,-0.513812032,19804
KIN;SWSAP1,-0.513807035,19805
KIF22;UBE2B,-0.51380677,19806
NDNL2;UBE2U,-0.513780397,19807
AP5Z1;CDC14B,-0.513761054,19808
SIRT6;SPATA22,-0.51375504,19809
ANKRD32;CDK2,-0.513736775,19810
EYA4;GINS4_mis,-0.513733702,19811
EYA3;RECQL5,-0.513714338,19812
CEP164;XRCC6_mis,-0.513685133,19813
C7orf49;FOXM1,-0.513658833,19814
ERCC3_mis;KIAA0430,-0.513638678,19815
GINS4_mis;RAD52,-0.513636569,19816
ASCC3;PIF1,-0.513617852,19817
FANCM;RIF1,-0.513575169,19818
KDM2A;PIAS4,-0.513571071,19819
ING3;MORF4L2,-0.513547844,19820
ASCC1;POLL,-0.513542684,19821
ASCC2;EYA3,-0.513540024,19822
GGN;SUMO1,-0.51352638,19823
KLHL15;NSMCE1_mis,-0.513513002,19824
GTF2H3;TERF2IP,-0.513492375,19825
C7orf49;UBE2T,-0.5134748,19826
FGF10;MUTYH,-0.513435772,19827
ERCC2_mis;NEIL1,-0.513408348,19828
ACTR2_mis;POLG,-0.513386843,19829
CDC14B;MRE11A,-0.513368785,19830
ACTR2_mis;UBE2U,-0.513340739,19831
INO80D;LIG1,-0.513335782,19832
FIGN;RPA1_mis,-0.513303742,19833
DCLRE1C;PCNA,-0.513289303,19834
PPP4C;RAD51D,-0.513287832,19835
MEN1;RHNO1,-0.513282131,19836
FEN1;RAD9A_mis,-0.51326484,19837
PRKCG;UBE2V1,-0.513216095,19838
CCDC155;CDC7,-0.513189638,19839
KDM2A;MRE11A,-0.513149656,19840
C7orf49;HUWE1,-0.513140763,19841
BACH1;MCM5,-0.513093438,19842
MCM8;RAD51AP1,-0.513086617,19843
CEP164;RAD51,-0.513079957,19844
FEN1;ISG15,-0.513063922,19845
MEAF6;RTEL1,-0.513057676,19846
CHRNA4;UBE2T,-0.513026835,19847
PRKDC;TOP3A,-0.513001478,19848
GTF2H4_mis;TRIM25,-0.512975561,19849
DDB1_mis;STRA13,-0.512968438,19850
PARP2;UFD1L,-0.51296121,19851
MGME1;RBX1_mis,-0.512957885,19852
FAM178A;INO80B_mis,-0.512956499,19853
FANCI_mis;NIPBL,-0.51293357,19854
POLB;UBE2B,-0.512928308,19855
RFC5_mis;XRCC2,-0.512927035,19856
POLH;RFC3_mis,-0.51292421,19857
EXO5;NIPBL,-0.512854354,19858
POLD4;UBE2V2,-0.512852976,19859
MBD4;RAD9A_mis,-0.512850105,19860
RBM17_mis;XRCC5_mis,-0.512843772,19861
ACTL6A_mis;DNTT,-0.512824092,19862
ASTE1;RFC2_mis,-0.512812972,19863
CDC14B;TREX1,-0.512786439,19864
ATR;POLN,-0.512785657,19865
EME2;WDR70_mis,-0.512770386,19866
RAD9A_mis;UBQLN4,-0.5127449,19867
BARD1;UFD1L,-0.512729372,19868
UBE2L6;WDR70_mis,-0.512711782,19869
FANCE;SMC6,-0.512711421,19870
MBD4;NFRKB,-0.512680099,19871
PTTG1;VPS72_mis,-0.512667864,19872
COPS2;UBR5,-0.512663227,19873
FANCA;POLD2_mis,-0.51264549,19874
MUTYH;POLR2L,-0.512616289,19875
FANCI_mis;MCM6_mis,-0.512545132,19876
KIAA0101;SMG1,-0.512532708,19877
COPS3;PIF1,-0.512521343,19878
PRDM9;ZNF830_mis,-0.5125042,19879
C17orf70;CDC14B,-0.512498166,19880
UIMC1;WDR33_mis,-0.512496551,19881
RNF138;SMC3,-0.51247738,19882
DDB1_mis;XPA,-0.512473234,19883
KAT5;VPS72_mis,-0.512464623,19884
POLR2K_mis;UBA52_mis,-0.512457315,19885
CDC14B;UVRAG,-0.512434735,19886
MUM1;NPLOC4,-0.512415175,19887
PRMT6;TMEM161A,-0.512410929,19888
LIG3;PRKDC,-0.512408576,19889
MCMDC2;SPO11,-0.512399214,19890
MMS19;UHRF1,-0.512394037,19891
EXD2;KIAA0101,-0.512389956,19892
FAM35A;MSH2,-0.512381058,19893
SFPQ;XPC,-0.512376406,19894
PCNA;POLE2_mis,-0.512376317,19895
ING3;PTTG1,-0.512337286,19896
EXO5;MEAF6,-0.512323343,19897
RAD50;UBE2V1,-0.512304838,19898
CDK9;FANCB,-0.512296958,19899
COPS8;TP73,-0.512275915,19900
EPC1;RNF113A_mis,-0.512257517,19901
BABAM1;FH,-0.512206908,19902
FOXM1;NSMCE1_mis,-0.512201424,19903
POLR2K_mis;RFWD3,-0.512200764,19904
MEIOB;PIF1,-0.51213704,19905
RAD23A;UFD1L,-0.512133953,19906
CDK1_mis;PCNA,-0.512111538,19907
POLR2E_mis;SETD2,-0.512109358,19908
DHX9;PARPBP,-0.512101219,19909
MTA1;WDR70_mis,-0.512098351,19910
AXIN2;HUS1_mis,-0.512074992,19911
POLI;POLR2F,-0.512035843,19912
GINS4_mis;RFC2_mis,-0.512035722,19913
LIG4;MCM5,-0.512020275,19914
MMS22L;RAD21L1,-0.511994432,19915
EID3;PARPBP,-0.51198278,19916
RAD51C;TP73,-0.511981822,19917
RPS3_mis;UVRAG,-0.5119483,19918
RBBP8;RFWD3,-0.511937355,19919
PARP2;SMC1A_mis,-0.511935082,19920
C17orf70;INO80E,-0.511913282,19921
BRD8;DNTT,-0.511879336,19922
ACTR8_mis;MRE11A,-0.511868015,19923
ASCC3;REV1,-0.511864715,19924
CUL4B;RFWD3,-0.511853849,19925
MCM4;VCP_mis,-0.511851348,19926
MSH4;UFD1L,-0.511844685,19927
HELQ;PARPBP,-0.511830402,19928
CHAF1A;SETD2,-0.511821658,19929
FH;WRNIP1,-0.511812167,19930
